TaxID Proveedor;Nombre Proveedor;N° Cotizacion;TaxID Comprador;Nombre Comprador;Usuario Comprador;Nombre Cotización;Fecha de creacion;Fecha de Publicación;Fecha de Cierre;RFQ Visualizada;RFQ Aceptada;RFQ Rechazada;RFQ Ofertada;Razon de rechazo;% Ofertas en RFQ;source
9-08910267;COUSTEN RUHRPUMPEN;523421;K-09518067;SIGORCM SA;avargas;SENSOR PROXIMIDAD VIBRAC AXIAL3300XL;2024-02-01 04:45:57.027;2024-02-01 21:10:36.730;2024-02-15 21:00:00.000;SI;SI;NO;NO;NULL;0;Directa
3-09430887;HECHIDA LTDA;523422;K-09518067;SIGORCM SA;avargas;COMPUEST LOCTITE PC 9599 25LBNORDBAK  CURA RAPIDA;2024-02-01 04:45:57.283;2024-02-01 21:09:26.747;2024-02-06 21:00:00.000;SI;SI;NO;SI;NULL;100;Directa
3-00097269;RESOLSA SA;523423;K-09518067;SIGORCM SA;avargas;PLACA DE DESGASTE  PA1113502022;2024-02-01 04:45:57.667;2024-02-01 21:02:41.577;2024-02-06 21:00:00.000;SI;SI;NO;NO;NULL;0;Directa
5-96429067;SOTAS M M;523424;K-09518067;SIGORCM SA;avargas;BOQUILLA CON TUERCA;2024-02-01 04:45:57.920;2024-02-01 21:01:33.697;2024-02-06 21:00:00.000;SI;SI;NO;SI;NULL;100;Directa
K-80467167;CUTO PA SPA;523425;K-09518067;SIGORCM SA;avargas;CURVA 903N STD 155 ASTM G;2024-02-01 04:45:58.473;2024-02-01 20:57:46.063;2024-02-06 21:00:00.000;SI;SI;NO;NO;NULL;0;Directa
5-29217967;JHACIPA SPA;523426;K-09518067;SIGORCM SA;avargas;KIT PERNOSBATERIA CICLONES CAVEX 400;2024-02-01 04:45:58.757;2024-02-01 20:56:04.167;2024-02-17 21:00:00.000;SI;NO;NO;NO;NULL;0;Directa
1-63694467;INIOSPA SPA;523427;K-09518067;SIGORCM SA;avargas;STAIRS ST18.09 + MOTOR PUMPFRANKLIN 1 HP 380 VOLTS;2024-02-01 04:45:58.990;2024-02-01 20:55:08.733;2024-02-06 21:00:00.000;SI;SI;NO;SI;NULL;50;Directa
9-89989277;PRNINPA SPA;523427;K-09518067;SIGORCM SA;avargas;STAIRS ST18.09 + MOTOR PUMPFRANKLIN 1 HP 380 VOLTS;2024-02-01 04:45:58.990;2024-02-01 20:55:08.733;2024-02-06 21:00:00.000;SI;NO;NO;NO;NULL;50;Directa
2-10453267;IMALIDA LTDA;523428;K-09518067;SIGORCM SA;avargas;ELASTOMER SH125 SCH98ROTEX PURPURA;2024-02-01 04:45:59.193;2024-02-01 19:41:14.717;2024-02-06 21:00:00.000;NO;NO;NO;NO;NULL;0;Directa
8-92735767;TERVIPA SPA;523407;K-09518067;SIGORCM SA;mardiles;SUPPORT 3OJA000358 FILTER35MM STEEL;2024-02-01 05:00:57.077;2024-02-01 22:06:45.933;2024-02-19 21:00:00.000;NO;NO;NO;NO;NULL;0;Directa
2-09470569;SO CHSA SA;523419;K-09518067;SIGORCM SA;avargas;REDUCTION CONCENTRIC HDPETER 63 MM A 50 MM PN 10 PE 100;2024-02-01 05:00:57.483;2024-02-01 18:10:13.623;2024-02-06 21:00:00.000;SI;NO;NO;NO;NULL;0;Directa
7-91076067;INL TSA SA;523419;K-09518067;SIGORCM SA;avargas;REDUCTION CONCENTRIC HDPETER 63 MM A 50 MM PN 10 PE 100;2024-02-01 05:00:57.483;2024-02-01 18:10:13.623;2024-02-06 21:00:00.000;SI;SI;NO;NO;NULL;0;Directa
0-01160869;DAEL  A A;523431;K-09518067;SIGORCM SA;avargas;"RELÉ DE CONTROL; CONTACTOS2NO 2NC";2024-02-01 05:00:57.687;2024-02-01 18:06:06.980;2024-02-06 21:00:00.000;SI;SI;NO;SI;NULL;50;Directa
4-03082987;EEELEDA LTDA;523431;K-09518067;SIGORCM SA;avargas;"RELÉ DE CONTROL; CONTACTOS2NO 2NC";2024-02-01 05:00:57.687;2024-02-01 18:06:06.980;2024-02-06 21:00:00.000;NO;NO;NO;NO;NULL;50;Directa
1-00702068;MIHILDA LIMITADA;E1010;5-00986498;COHUS SA  ;vagonzalez;COTIZAR VIA UNILINK;2024-02-01 08:50:58.160;2024-02-01 03:00:00.000;2024-02-06 21:00:00.000;SI;NO;NO;NO;NULL;0;Directa
0-18003067;COTOSDA LIMITADA;6000059271;6-00040629;EMNALEO SA;farozas;6000059271 VARIOS;2024-02-01 11:05:57.617;2024-02-06 02:49:02.150;2024-02-24 02:00:00.000;SI;SI;NO;NO;NULL;0;Directa
2-07834767;IPEC RL EIRL;6000059271;6-00040629;EMNALEO SA;farozas;6000059271 VARIOS;2024-02-01 11:05:57.617;2024-02-06 02:49:02.150;2024-02-24 02:00:00.000;SI;NO;NO;NO;NULL;0;Directa
4-75236167;NIINDSA SA;6000059271;6-00040629;EMNALEO SA;farozas;6000059271 VARIOS;2024-02-01 11:05:57.617;2024-02-06 02:49:02.150;2024-02-24 02:00:00.000;SI;SI;NO;NO;NULL;0;Directa
9-06329287;CO SIDA LTDA;6000059271;6-00040629;EMNALEO SA;farozas;6000059271 VARIOS;2024-02-01 11:05:57.617;2024-02-06 02:49:02.150;2024-02-24 02:00:00.000;SI;NO;NO;NO;NULL;0;Directa
5-05671599;JONE SA SA;6000059272;6-00040629;EMNALEO SA;farozas;6000059272 SELLO MEC JOHN CRANE;2024-02-01 11:10:57.577;2024-02-06 02:43:20.367;2024-02-24 02:00:00.000;SI;SI;NO;NO;NULL;0;Directa
4-01556797;INCO PA SPA;6000059273;6-00040629;EMNALEO SA;farozas;6000059273 VALVULAS ORBIT;2024-02-01 11:10:57.780;2024-02-06 02:46:06.893;2024-02-24 02:00:00.000;SI;SI;NO;NO;NULL;0;Directa
7-06019669;KSHILSA SA;6000059273;6-00040629;EMNALEO SA;farozas;6000059273 VALVULAS ORBIT;2024-02-01 11:10:57.780;2024-02-06 02:46:06.893;2024-02-24 02:00:00.000;SI;NO;NO;NO;NULL;0;Directa
8-00262477;INMPUDA LIMITADA;6000059273;6-00040629;EMNALEO SA;farozas;6000059273 VALVULAS ORBIT;2024-02-01 11:10:57.780;2024-02-06 02:46:06.893;2024-02-24 02:00:00.000;SI;NO;NO;NO;NULL;0;Directa
9-07511887;TEPORDA LTDA;6000059273;6-00040629;EMNALEO SA;farozas;6000059273 VALVULAS ORBIT;2024-02-01 11:10:57.780;2024-02-06 02:46:06.893;2024-02-24 02:00:00.000;SI;NO;NO;NO;NULL;0;Directa
9-33326467;MENDUPA SPA;6000059273;6-00040629;EMNALEO SA;farozas;6000059273 VALVULAS ORBIT;2024-02-01 11:10:57.780;2024-02-06 02:46:06.893;2024-02-24 02:00:00.000;NO;NO;NO;NO;NULL;0;Directa
K-15383077;IMMEROL ATOL;6000059273;6-00040629;EMNALEO SA;farozas;6000059273 VALVULAS ORBIT;2024-02-01 11:10:57.780;2024-02-06 02:46:06.893;2024-02-24 02:00:00.000;NO;NO;NO;NO;NULL;0;Directa
1-08742969;REPERSA SA;10017198;7-02521587;GLELOBA SA;holivares;FERRETERIA;2024-02-01 11:33:08.737;2024-02-01 12:06:11.180;2024-02-02 15:00:00.000;SI;NO;NO;NO;NULL;0;Directa
5-82885267;COENTPA SPA;10017198;7-02521587;GLELOBA SA;holivares;FERRETERIA;2024-02-01 11:33:08.737;2024-02-01 12:06:11.180;2024-02-02 15:00:00.000;SI;SI;NO;NO;NULL;0;Directa
9-00715568;FEIA SA SA;10017198;7-02521587;GLELOBA SA;holivares;FERRETERIA;2024-02-01 11:33:08.737;2024-02-01 12:06:11.180;2024-02-02 15:00:00.000;SI;NO;NO;NO;NULL;0;Directa
0-03693997;E Z YDA LTDA;6000059274;6-00040629;EMNALEO SA;3nmartineza;"ENVASE DE HOJALATA CON TAPA / GALÓN VOLUMEN: 3;75 L.";2024-02-01 11:55:57.743;2024-02-01 12:30:03.203;2024-02-06 02:00:00.000;NO;NO;NO;NO;NULL;0;Directa
1-03689577;ADPAÑDA LIMITADA;6000059274;6-00040629;EMNALEO SA;3nmartineza;"ENVASE DE HOJALATA CON TAPA / GALÓN VOLUMEN: 3;75 L.";2024-02-01 11:55:57.743;2024-02-01 12:30:03.203;2024-02-06 02:00:00.000;NO;NO;NO;NO;NULL;0;Directa
1-04650669;CO VISA SA;6000059274;6-00040629;EMNALEO SA;3nmartineza;"ENVASE DE HOJALATA CON TAPA / GALÓN VOLUMEN: 3;75 L.";2024-02-01 11:55:57.743;2024-02-01 12:30:03.203;2024-02-06 02:00:00.000;SI;NO;NO;NO;NULL;0;Directa
2-40859067;CO DEGI ECOLOGI;6000059274;6-00040629;EMNALEO SA;3nmartineza;"ENVASE DE HOJALATA CON TAPA / GALÓN VOLUMEN: 3;75 L.";2024-02-01 11:55:57.743;2024-02-01 12:30:03.203;2024-02-06 02:00:00.000;SI;NO;NO;NO;NULL;0;Directa
1-04650669;CO VISA SA;6000059275;6-00040629;EMNALEO SA;3nmartineza;SUMINISTROS HUMAN CORP;2024-02-01 11:55:58.073;2024-02-01 13:21:10.273;2024-02-06 02:00:00.000;SI;NO;NO;NO;NULL;0;Directa
2-53484177;SENIS S S;6000059275;6-00040629;EMNALEO SA;3nmartineza;SUMINISTROS HUMAN CORP;2024-02-01 11:55:58.073;2024-02-01 13:21:10.273;2024-02-06 02:00:00.000;NO;NO;NO;NO;NULL;0;Directa
4-03511797;ME CODA LIMITADA;6000059275;6-00040629;EMNALEO SA;3nmartineza;SUMINISTROS HUMAN CORP;2024-02-01 11:55:58.073;2024-02-01 13:21:10.273;2024-02-06 02:00:00.000;NO;NO;NO;NO;NULL;0;Directa
0-00852528;VEAÑIDA LIMITADA;6000059276;6-00040629;EMNALEO SA;cagonzalez;FLUJOMETRO;2024-02-01 11:55:58.353;2024-02-01 12:14:27.897;2024-02-09 02:59:00.000;NO;NO;NO;NO;NULL;0;Directa
2849640-56;LOSYSNC INC;6000059276;6-00040629;EMNALEO SA;cagonzalez;FLUJOMETRO;2024-02-01 11:55:58.353;2024-02-01 12:14:27.897;2024-02-09 02:59:00.000;SI;SI;NO;NO;NULL;0;Directa
454131067;NOAN P. CORP.;6000059276;6-00040629;EMNALEO SA;cagonzalez;FLUJOMETRO;2024-02-01 11:55:58.353;2024-02-01 12:14:27.897;2024-02-09 02:59:00.000;SI;NO;NO;NO;NULL;0;Directa
951002;ALNATP. CORP.;6000059276;6-00040629;EMNALEO SA;cagonzalez;FLUJOMETRO;2024-02-01 11:55:58.353;2024-02-01 12:14:27.897;2024-02-09 02:59:00.000;SI;NO;NO;NO;NULL;0;Directa
987-549-222;ACRIACO CO;6000059276;6-00040629;EMNALEO SA;cagonzalez;FLUJOMETRO;2024-02-01 11:55:58.353;2024-02-01 12:14:27.897;2024-02-09 02:59:00.000;SI;NO;NO;NO;NULL;0;Directa
1-04650669;CO VISA SA;6000059277;6-00040629;EMNALEO SA;3nmartineza;SUMINISTROS TANAKA;2024-02-01 12:00:57.773;2024-02-01 13:26:01.110;2024-02-06 02:00:00.000;SI;NO;NO;NO;NULL;0;Directa
2-53484177;SENIS S S;6000059277;6-00040629;EMNALEO SA;3nmartineza;SUMINISTROS TANAKA;2024-02-01 12:00:57.773;2024-02-01 13:26:01.110;2024-02-06 02:00:00.000;NO;NO;NO;NO;NULL;0;Directa
4-03511797;ME CODA LIMITADA;6000059277;6-00040629;EMNALEO SA;3nmartineza;SUMINISTROS TANAKA;2024-02-01 12:00:57.773;2024-02-01 13:26:01.110;2024-02-06 02:00:00.000;NO;NO;NO;NO;NULL;0;Directa
0-03693997;E Z YDA LTDA;6000059278;6-00040629;EMNALEO SA;3nmartineza;HERRAMIENTAS VARIAS;2024-02-01 12:00:58.050;2024-02-01 13:27:41.740;2024-02-06 02:00:00.000;SI;NO;NO;NO;NULL;20;Directa
2-00092259;FEAMUSA SA;6000059278;6-00040629;EMNALEO SA;3nmartineza;HERRAMIENTAS VARIAS;2024-02-01 12:00:58.050;2024-02-01 13:27:41.740;2024-02-06 02:00:00.000;SI;NO;NO;NO;NULL;20;Directa
6-00130408;FEARIDA SOCLTDA;6000059278;6-00040629;EMNALEO SA;3nmartineza;HERRAMIENTAS VARIAS;2024-02-01 12:00:58.050;2024-02-01 13:27:41.740;2024-02-06 02:00:00.000;SI;NO;NO;NO;NULL;20;Directa
7-00365718;VIERMSA SA;6000059278;6-00040629;EMNALEO SA;3nmartineza;HERRAMIENTAS VARIAS;2024-02-01 12:00:58.050;2024-02-01 13:27:41.740;2024-02-06 02:00:00.000;SI;SI;NO;NO;NULL;20;Directa
K-05779867;PENOLSA SA;6000059278;6-00040629;EMNALEO SA;3nmartineza;HERRAMIENTAS VARIAS;2024-02-01 12:00:58.050;2024-02-01 13:27:41.740;2024-02-06 02:00:00.000;SI;SI;NO;SI;NULL;20;Directa
1-04650669;CO VISA SA;6000059279;6-00040629;EMNALEO SA;3nmartineza;SA4000-304 PACK 5 TUBOS *STANHOPE-SETA;2024-02-01 12:05:57.880;2024-02-01 13:31:37.263;2024-02-06 02:00:00.000;SI;NO;NO;NO;NULL;0;Directa
2-53484177;SENIS S S;6000059279;6-00040629;EMNALEO SA;3nmartineza;SA4000-304 PACK 5 TUBOS *STANHOPE-SETA;2024-02-01 12:05:57.880;2024-02-01 13:31:37.263;2024-02-06 02:00:00.000;SI;NO;SI;NO;OTRO;0;Directa
4-03511797;ME CODA LIMITADA;6000059279;6-00040629;EMNALEO SA;3nmartineza;SA4000-304 PACK 5 TUBOS *STANHOPE-SETA;2024-02-01 12:05:57.880;2024-02-01 13:31:37.263;2024-02-06 02:00:00.000;NO;NO;NO;NO;NULL;0;Directa
1-04650669;CO VISA SA;6000059280;6-00040629;EMNALEO SA;3nmartineza;YODATO DE POTASIO  y  NAFTOLBENCEINA;2024-02-01 12:05:58.210;2024-02-01 13:33:52.483;2024-02-06 02:00:00.000;SI;NO;NO;NO;NULL;20;Directa
5-06822797;WI LIDA LIMITADA;6000059280;6-00040629;EMNALEO SA;3nmartineza;YODATO DE POTASIO  y  NAFTOLBENCEINA;2024-02-01 12:05:58.210;2024-02-01 13:33:52.483;2024-02-06 02:00:00.000;NO;NO;NO;NO;NULL;20;Directa
5-46900367;LOIMIPA SPA;6000059280;6-00040629;EMNALEO SA;3nmartineza;YODATO DE POTASIO  y  NAFTOLBENCEINA;2024-02-01 12:05:58.210;2024-02-01 13:33:52.483;2024-02-06 02:00:00.000;NO;NO;NO;NO;NULL;20;Directa
8-00212608;MECK SA SA;6000059280;6-00040629;EMNALEO SA;3nmartineza;YODATO DE POTASIO  y  NAFTOLBENCEINA;2024-02-01 12:05:58.210;2024-02-01 13:33:52.483;2024-02-06 02:00:00.000;SI;SI;NO;SI;NULL;20;Directa
K-00048288;DIAÑIDA LIMITADA;6000059280;6-00040629;EMNALEO SA;3nmartineza;YODATO DE POTASIO  y  NAFTOLBENCEINA;2024-02-01 12:05:58.210;2024-02-01 13:33:52.483;2024-02-06 02:00:00.000;NO;NO;NO;NO;NULL;20;Directa
0-03693997;E Z YDA LTDA;6000059281;6-00040629;EMNALEO SA;3nmartineza;BOLSAS HERMETICAS ZIPLOC MEDIDAS : 30 CM X 50 CM;2024-02-01 12:05:58.483;2024-02-01 13:38:09.733;2024-02-10 02:00:00.000;SI;NO;NO;NO;NULL;25;Directa
1-04650669;CO VISA SA;6000059281;6-00040629;EMNALEO SA;3nmartineza;BOLSAS HERMETICAS ZIPLOC MEDIDAS : 30 CM X 50 CM;2024-02-01 12:05:58.483;2024-02-01 13:38:09.733;2024-02-10 02:00:00.000;SI;SI;NO;SI;NULL;25;Directa
5-04965569;PRTEGSA SA;6000059281;6-00040629;EMNALEO SA;3nmartineza;BOLSAS HERMETICAS ZIPLOC MEDIDAS : 30 CM X 50 CM;2024-02-01 12:05:58.483;2024-02-01 13:38:09.733;2024-02-10 02:00:00.000;NO;NO;NO;NO;NULL;25;Directa
9-04807669;DIERCSA SA;6000059281;6-00040629;EMNALEO SA;3nmartineza;BOLSAS HERMETICAS ZIPLOC MEDIDAS : 30 CM X 50 CM;2024-02-01 12:05:58.483;2024-02-01 13:38:09.733;2024-02-10 02:00:00.000;SI;NO;NO;NO;NULL;25;Directa
1-04650669;CO VISA SA;6000059282;6-00040629;EMNALEO SA;3nmartineza;ROLLO FILM ALUSA PARA PALETIZAR ANCHO : 51 CM PESO : 2.5 KILOS GROSOR : 25 UM.;2024-02-01 12:10:58.037;2024-02-01 13:43:04.720;2024-02-06 02:00:00.000;SI;NO;NO;NO;NULL;0;Directa
5-04965569;PRTEGSA SA;6000059282;6-00040629;EMNALEO SA;3nmartineza;ROLLO FILM ALUSA PARA PALETIZAR ANCHO : 51 CM PESO : 2.5 KILOS GROSOR : 25 UM.;2024-02-01 12:10:58.037;2024-02-01 13:43:04.720;2024-02-06 02:00:00.000;NO;NO;NO;NO;NULL;0;Directa
9-04807669;DIERCSA SA;6000059282;6-00040629;EMNALEO SA;3nmartineza;ROLLO FILM ALUSA PARA PALETIZAR ANCHO : 51 CM PESO : 2.5 KILOS GROSOR : 25 UM.;2024-02-01 12:10:58.037;2024-02-01 13:43:04.720;2024-02-06 02:00:00.000;SI;NO;NO;NO;NULL;0;Directa
055102;LIRINRY LABORATORY;6000059283;6-00040629;EMNALEO SA;ihernandez;DEMULSIFICANTE DE CRUDO (TB DE 55 GAL);2024-02-01 12:10:59.587;2024-02-01 20:08:40.813;2024-02-10 02:55:00.000;NO;NO;NO;NO;NULL;20;Directa
1-18262067;IN WERD WEATHERFORD;6000059283;6-00040629;EMNALEO SA;ihernandez;DEMULSIFICANTE DE CRUDO (TB DE 55 GAL);2024-02-01 12:10:59.587;2024-02-01 20:08:40.813;2024-02-10 02:55:00.000;SI;SI;NO;NO;NULL;20;Directa
1457440503;BAARGL.  ;6000059283;6-00040629;EMNALEO SA;ihernandez;DEMULSIFICANTE DE CRUDO (TB DE 55 GAL);2024-02-01 12:10:59.587;2024-02-01 20:08:40.813;2024-02-10 02:55:00.000;NO;NO;NO;NO;NULL;0;Directa
454131067;NOAN P. CORP.;6000059283;6-00040629;EMNALEO SA;ihernandez;DEMULSIFICANTE DE CRUDO (TB DE 55 GAL);2024-02-01 12:10:59.587;2024-02-01 20:08:40.813;2024-02-10 02:55:00.000;SI;SI;NO;NO;NULL;20;Directa
5-33119285-03;BA ARRL SRL;6000059283;6-00040629;EMNALEO SA;ihernandez;DEMULSIFICANTE DE CRUDO (TB DE 55 GAL);2024-02-01 12:10:59.587;2024-02-01 20:08:40.813;2024-02-10 02:55:00.000;NO;NO;NO;NO;NULL;20;Directa
822002;BA PELC LLC;6000059283;6-00040629;EMNALEO SA;ihernandez;DEMULSIFICANTE DE CRUDO (TB DE 55 GAL);2024-02-01 12:10:59.587;2024-02-01 20:08:40.813;2024-02-10 02:55:00.000;SI;SI;NO;SI;NULL;20;Directa
1-90921467;PRINSSA SA;6000059284;6-00040629;EMNALEO SA;ihernandez;CROSBY;2024-02-01 12:15:57.763;2024-02-01 20:11:07.477;2024-02-07 03:00:00.000;NO;NO;NO;NO;NULL;0;Catalogo
454131067;NOAN P. CORP.;6000059284;6-00040629;EMNALEO SA;ihernandez;CROSBY;2024-02-01 12:15:57.763;2024-02-01 20:11:07.477;2024-02-07 03:00:00.000;SI;NO;NO;NO;NULL;0;Directa
5-00044809;KUERMSA SA;6000059284;6-00040629;EMNALEO SA;ihernandez;CROSBY;2024-02-01 12:15:57.763;2024-02-01 20:11:07.477;2024-02-07 03:00:00.000;NO;NO;NO;NO;NULL;0;Catalogo
0-00077039;METECPA SPA;6000045476-1;1-08581477;MACOP S.A;hmarin;10157413-10157414-10157417-10157419-10157420-10157421-10157424-10157425-10157455;2024-02-01 12:25:48.110;2024-02-01 12:26:52.813;2024-02-03 02:55:00.000;SI;NO;NO;NO;NULL;20;Directa
1-25976767;GRISEPA SPA;6000045476-1;1-08581477;MACOP S.A;hmarin;10157413-10157414-10157417-10157419-10157420-10157421-10157424-10157425-10157455;2024-02-01 12:25:48.110;2024-02-01 12:26:52.813;2024-02-03 02:55:00.000;SI;NO;NO;NO;NULL;20;Directa
1-34405867;ROIA PA SPA;6000045476-1;1-08581477;MACOP S.A;hmarin;10157413-10157414-10157417-10157419-10157420-10157421-10157424-10157425-10157455;2024-02-01 12:25:48.110;2024-02-01 12:26:52.813;2024-02-03 02:55:00.000;SI;SI;NO;SI;NULL;20;Directa
1757;MER CNY COMPANY;6000045476-1;1-08581477;MACOP S.A;hmarin;10157413-10157414-10157417-10157419-10157420-10157421-10157424-10157425-10157455;2024-02-01 12:25:48.110;2024-02-01 12:26:52.813;2024-02-03 02:55:00.000;SI;SI;NO;NO;NULL;20;Directa
3274142-65;GLNDURP CORP;6000045476-1;1-08581477;MACOP S.A;hmarin;10157413-10157414-10157417-10157419-10157420-10157421-10157424-10157425-10157455;2024-02-01 12:25:48.110;2024-02-01 12:26:52.813;2024-02-03 02:55:00.000;SI;NO;SI;NO;Requerimiento Confuso, Falta Información;20;Directa
1-25976767;GRISEPA SPA;10000468;77-93838267;MR DEALER SA;ltobar;"BATTERY;12AH;18V;MILWAUKEE M18HB12";2024-02-01 12:27:00.097;2024-02-01 12:29:54.343;2024-02-02 21:00:00.000;NO;NO;NO;NO;NULL;0;Directa
2-58744077;RERIADA LIMITADA;10000468;77-93838267;MR DEALER SA;ltobar;"BATTERY;12AH;18V;MILWAUKEE M18HB12";2024-02-01 12:27:00.097;2024-02-01 12:29:54.343;2024-02-02 21:00:00.000;SI;NO;NO;NO;NULL;0;Directa
5-044;ACAL NC INC;10000468;77-93838267;MR DEALER SA;ltobar;"BATTERY;12AH;18V;MILWAUKEE M18HB12";2024-02-01 12:27:00.097;2024-02-01 12:29:54.343;2024-02-02 21:00:00.000;SI;SI;NO;NO;NULL;0;Directa
6-04907267;SOTS DA LTDA;10000468;77-93838267;MR DEALER SA;ltobar;"BATTERY;12AH;18V;MILWAUKEE M18HB12";2024-02-01 12:27:00.097;2024-02-01 12:29:54.343;2024-02-02 21:00:00.000;SI;NO;NO;NO;NULL;0;Directa
K-00000109;LIS CSA SA;6000045475-1;1-08581477;MACOP S.A;hmarin;10157412;2024-02-01 12:29:55.517;2024-02-01 12:30:16.203;2024-02-03 02:55:00.000;NO;NO;NO;NO;NULL;0;Directa
1-25976767;GRISEPA SPA;10000469;77-93838267;MR DEALER SA;ltobar;"PLATE;REFLEC;SCREW CONN;SICK 1016806";2024-02-01 12:31:58.343;2024-02-01 12:35:03.637;2024-02-02 21:00:00.000;NO;NO;NO;NO;NULL;50;Directa
2-58744077;RERIADA LIMITADA;10000469;77-93838267;MR DEALER SA;ltobar;"PLATE;REFLEC;SCREW CONN;SICK 1016806";2024-02-01 12:31:58.343;2024-02-01 12:35:03.637;2024-02-02 21:00:00.000;SI;SI;NO;SI;NULL;50;Directa
5-044;ACAL NC INC;10000469;77-93838267;MR DEALER SA;ltobar;"PLATE;REFLEC;SCREW CONN;SICK 1016806";2024-02-01 12:31:58.343;2024-02-01 12:35:03.637;2024-02-02 21:00:00.000;SI;SI;NO;SI;NULL;50;Directa
6-04907267;SOTS DA LTDA;10000469;77-93838267;MR DEALER SA;ltobar;"PLATE;REFLEC;SCREW CONN;SICK 1016806";2024-02-01 12:31:58.343;2024-02-01 12:35:03.637;2024-02-02 21:00:00.000;SI;NO;NO;NO;NULL;50;Directa
0-00077039;METECPA SPA;6000045380-2;1-08581477;MACOP S.A;hmarin;10156360;2024-02-01 12:33:09.543;2024-02-01 12:33:26.730;2024-02-03 02:55:00.000;SI;NO;NO;NO;NULL;0;Directa
6-00094419;CORRISA SA;E1018;5-00986498;COHUS SA  ;mdbeluzan;COTIZAR A LA BREVEDAD;2024-02-01 12:40:57.933;2024-02-01 03:00:00.000;2024-02-13 03:17:00.000;NO;NO;NO;NO;NULL;0;Catalogo
9-00097849;SA CHSA SA;6000045581;1-08581477;MACOP S.A;dgodoy-ext;10157831;2024-02-01 13:00:58.250;2024-02-01 13:08:04.247;2024-02-02 21:00:00.000;SI;SI;NO;SI;NULL;100;Directa
2-20418077;SIENEPA SPA;6000058984-1;6-00040629;EMNALEO SA;ihernandez;CLARK;2024-02-01 13:38:34.423;2024-02-01 13:40:07.957;2024-02-08 02:55:00.000;SI;SI;NO;SI;NULL;33;Directa
454131067;NOAN P. CORP.;6000058984-1;6-00040629;EMNALEO SA;ihernandez;CLARK;2024-02-01 13:38:34.423;2024-02-01 13:40:07.957;2024-02-08 02:55:00.000;SI;NO;NO;NO;NULL;33;Directa
8-03658869;MAD ISA SA;6000058984-1;6-00040629;EMNALEO SA;ihernandez;CLARK;2024-02-01 13:38:34.423;2024-02-01 13:40:07.957;2024-02-08 02:55:00.000;SI;NO;NO;NO;NULL;33;Directa
1-04650669;CO VISA SA;6000059285;6-00040629;EMNALEO SA;3nmartineza;INSUMOS ERALYTICS;2024-02-01 13:50:58.100;2024-02-01 13:52:44.617;2024-02-06 02:00:00.000;SI;NO;NO;NO;NULL;0;Directa
2-53484177;SENIS S S;6000059285;6-00040629;EMNALEO SA;3nmartineza;INSUMOS ERALYTICS;2024-02-01 13:50:58.100;2024-02-01 13:52:44.617;2024-02-06 02:00:00.000;SI;NO;NO;NO;NULL;0;Directa
4-03511797;ME CODA LIMITADA;6000059285;6-00040629;EMNALEO SA;3nmartineza;INSUMOS ERALYTICS;2024-02-01 13:50:58.100;2024-02-01 13:52:44.617;2024-02-06 02:00:00.000;NO;NO;NO;NO;NULL;0;Directa
8-00212608;MECK SA SA;6000059285;6-00040629;EMNALEO SA;3nmartineza;INSUMOS ERALYTICS;2024-02-01 13:50:58.100;2024-02-01 13:52:44.617;2024-02-06 02:00:00.000;SI;NO;SI;NO;Fuera de mi rubro;0;Directa
6-00246698;FLIDTSA SA;523412;K-09518067;SIGORCM SA;avargas;KIT CHORDED PLATES UPPER PART1 LEFT1 RIGHT;2024-02-01 14:00:58.273;2024-02-01 18:03:27.647;2024-02-12 21:00:00.000;SI;NO;NO;NO;NULL;0;Directa
1-02908967;BRCHIDA LTDA;523707;K-09518067;SIGORCM SA;jriveradiaz;CONJUNTO ORUGAS PALAS94 UNIDADES;2024-02-01 14:00:58.810;2024-02-14 14:25:34.203;2024-02-20 21:00:00.000;NO;NO;NO;NO;NULL;0;Directa
2-66610277;VUTRIPA SPA;523707;K-09518067;SIGORCM SA;jriveradiaz;CONJUNTO ORUGAS PALAS94 UNIDADES;2024-02-01 14:00:58.810;2024-02-14 14:25:34.203;2024-02-20 21:00:00.000;NO;NO;NO;NO;NULL;0;Directa
4-00098419;FI CHSA SA;523707;K-09518067;SIGORCM SA;jriveradiaz;CONJUNTO ORUGAS PALAS94 UNIDADES;2024-02-01 14:00:58.810;2024-02-14 14:25:34.203;2024-02-20 21:00:00.000;NO;NO;NO;NO;NULL;0;Directa
829495001;BOPMED. LTD.;523707;K-09518067;SIGORCM SA;jriveradiaz;CONJUNTO ORUGAS PALAS94 UNIDADES;2024-02-01 14:00:58.810;2024-02-14 14:25:34.203;2024-02-20 21:00:00.000;SI;SI;NO;NO;NULL;0;Directa
1-04650669;CO VISA SA;6000059286;6-00040629;EMNALEO SA;3nmartineza;INSUMOS AGILENT;2024-02-01 14:05:57.980;2024-02-01 14:13:08.113;2024-02-06 02:00:00.000;SI;NO;NO;NO;NULL;0;Directa
2-53484177;SENIS S S;6000059286;6-00040629;EMNALEO SA;3nmartineza;INSUMOS AGILENT;2024-02-01 14:05:57.980;2024-02-01 14:13:08.113;2024-02-06 02:00:00.000;SI;NO;SI;NO;OTRO;0;Directa
